cdn_cliente,num_aval1,num_aval2,dt_inscricao,l_cpf,estrutura,Bloqueado,log_ativo,mot_ativo,cdn_repres,dat_usuario,origem,cdn_grupo_cliente,tipo_produtor,safra_crm,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log-utiliza-portal,data-ativacao,data-inativacao,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_dt_valid_classif,cod_transp,log_participante_bayer,log_cooperativa
246,0,0,1996-03-01,False,Grande1,True,False,EXCLUSÃO FALECIMENTO 18/10/16,13100,2018-12-12,D,246,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017",2000-01-04,False,2016-07-20,2016/2017,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71354,False,False
247,0,0,1996-03-01,False,Pequeno,False,True,,13000,(null),D,247,PRMED,"2009/2010,2010/2010,2012/2012,2015/2016,2016/2016,2016/2017,2017/2017,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
248,0,0,1996-03-01,False,Grande1,False,True,,72002,(null),D,9212,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2023-09-22,2023/2024,Ativo,True,False,(null),(null),True,False,0,50.0,9999-12-31,71355,False,False
249,0,0,1996-03-01,False,Mini,False,True,,7000,(null),D,249,PRMED,"2009/2010,2010/2010,2011/2012,2012/2012,2012/2013,2013/2014,2016/2016,2017/2017,2016/2017,2017/2018,2017/2018,2018/2018,2018/2019,2020/2020,2015/2016,2019/2019,2019/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2002-04-26,2001/2002,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,24,False,False
250,0,0,1996-03-01,False,MINI,False,True,,7000,(null),D,250,PRMED,"2009/2010,2010/2010,2011/2012,2012/2012,2012/2013,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2017/2018,2018/2018,2018/2019,2020/2020,2019/2019,2019/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2006-03-23,2005/2006,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
251,0,0,1996-03-01,False,Médio,True,False,DEMISSÃO - MUDOU DE ATIVIDADE,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
252,0,0,1996-03-01,False,Grande2,False,True,,7032,(null),D,252,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-05-19,False,2023-09-28,2023/2024,Ativo,True,True,2018-03-24,(null),True,False,0,50.0,9999-12-31,71356,False,False
253,0,0,1996-03-01,False,MINI,False,True,,7000,(null),D,253,PRMED,"2009/2010,2010/2010,2011/2012,2012/2012,2012/2013,2013/2014,2016/2016,2017/2017,2016/2017,2017/2018,2017/2018,2018/2018,2018/2019,2020/2020,2015/2016,2019/2019,2019/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
254,0,0,1996-03-01,False,Mini,False,True,,57000,(null),D,254,PRMED,"2009/2010,2010/2010,2011/2012,2012/2012,2012/2013,2016/2016,2016/2017,2017/2017,2017/2018,2017/2018,2018/2018,2018/2019,2020/2020,2015/2016,2019/2019,2019/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-03-08,2022/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,48511,False,False
255,0,0,1996-03-01,False,Mini,True,False,EXCLUSÃO FALECIMENTO 23/04/18,7000,2018-04-24,D,255,PRMED,"2009/2010,2010/2010,2011/2012,2012/2012,2012/2013,2016/2016,2016/2017,2017/2017,2017/2018,2017/2018,2018/2018,2018/2019",1999-11-01,False,2017-02-21,2016/2017,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,12415,False,False
256,0,0,1996-03-01,False,Pequeno,False,True,,72002,(null),D,256,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2017/2018,2018/2018,2018/2019,2020/2020,2019/2019,2019/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-12-20,2023/2024,Ativo,True,False,(null),(null),True,False,0,1.0,9999-12-31,71357,False,False
12271,0,0,2020-08-25,False,Mini,False,True,,92002,(null),D,12271,PRMIN,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2024/2025,2025/2025",2020-07-31,False,2023-09-25,2023/2024,Ativo,False,True,2024-01-10,(null),True,False,0,1.0,9999-12-31,51942,False,False
257,0,0,1996-03-01,False,Grande,True,False,EXCLUSÃO - 08/10/2008 FALECIDO,49006,2011-02-01,D,1663,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2024/2025,2025/2025",1999-11-01,False,2009-03-24,2008/2009,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71358,False,False
258,0,0,1996-03-01,False,Grande1,False,True,,20016,(null),D,258,PRMIN,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2024/2025,2024/2024,2025/2025",2000-01-04,False,2020-09-18,2020/2020,Inativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71359,False,False
259,0,0,1996-03-01,False,MINI,False,True,,23000,2006-08-25,D,259,PRMED,"2009/2010,2010/2010,2011/2012,2012/2013,2012/2012,2014/2014,2013/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,18/18,2018/2019,2019/2019,2019/2020,2018/2018,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022,2024/2024,2024/2025,2025/2025",2000-01-04,False,2020-03-12,2020/2020,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71360,False,False
260,0,0,1996-03-01,False,Grande2,True,False,FALECIMENTO EM 22/03/2014,49006,2017-11-20,D,260,PRMED,"2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2015/2015,2015/2016",2005-06-16,False,2014-04-03,2013/2014,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71361,False,False
261,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSAO,23019,2020-08-12,D,261,PRMAX,"2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2016/2017,2017/2017,2017/2018,18/18,2018/2019,2018/2018,2019/2019,2019/2020,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022",2000-01-04,False,2019-03-28,2018/2019,Ativo,False,True,2016-03-11,(null),False,False,0,50.0,9999-12-31,71362,False,False
262,0,0,1996-03-01,False,Grande1,True,False,EXCLUSAO,23100,2020-08-12,D,262,PRNAO,"2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2016/2017,2017/2018,2017/2017,18/18,2018/2019,2018/2018,2019/2019,2019/2020,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022",1999-11-01,False,2019-09-05,2019/2020,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,1192,False,False
263,0,0,1996-03-01,False,Pequeno,False,True,,23100,(null),D,263,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2010/2010,2009/2010,2024/2025,2025/2025",2000-01-04,False,2022-11-29,2022/2023,Ativo,False,False,(null),(null),False,False,0,50.0,9999-12-31,71363,False,False
264,0,0,1996-03-01,False,Pequeno,False,True,,23000,(null),D,264,PRMED,"2009/2010,2010/2010,2011/2012,2012/2013,2012/2012,2014/2014,2013/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,18/18,2018/2019,2019/2019,2019/2020,2018/2018,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022,2024/2024,2024/2025,2025/2025",2000-01-04,False,2012-08-15,2012/2013,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,14754,False,False
265,0,0,1996-03-01,False,Pequeno,False,True,,23000,(null),D,265,PRMED,"2009/2010,2010/2010,2011/2012,2012/2013,2012/2012,2014/2014,2013/2014,2014/2015,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,18/18,2018/2019,2019/2019,2019/2020,2018/2018,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022,2024/2024,2024/2025,2025/2025",1999-11-01,False,2019-06-28,2019/2019,Ativo,False,True,2015-12-10,(null),False,False,0,1.0,9999-12-31,71364,False,False
266,0,0,1996-03-01,False,Grande1,True,False,EXCLUSÃO,28012,2022-10-03,D,266,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2022-02-23,2021/2022,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,71365,False,False
267,0,0,1996-03-01,False,Pequeno,False,False,Falecido,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
268,0,0,1996-03-01,False,Grande,True,False,FALECIDO.,23011,2006-06-08,D,0,,,2000-01-04,False,2006-03-21,2005/2006,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
269,0,0,1996-03-01,False,GRANDE2,False,True,,23027,(null),D,269,PRMAX,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2024/2025,2025/2025",1999-11-01,False,2023-09-29,2023/2024,Ativo,False,False,(null),(null),True,False,0,999.0,9999-12-31,71366,False,False
548810,0,0,2021-04-01,True,Nenhum,False,True,,31000,(null),D,548810,,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024/2025,2025/2025",2021-04-01,True,2021-05-18,2021/2021,Ativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,0,False,False
270,0,0,1996-03-01,False,Grande2,False,True,,28012,(null),D,270,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2024/2025,2025/2025",2000-01-04,False,2023-09-27,2023/2024,Ativo,False,True,2017-08-21,(null),True,False,0,50.0,9999-12-31,1173,False,False
271,0,0,1996-03-01,False,Médio,False,True,,23101,(null),D,271,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024/2025,2025/2025",2000-01-04,False,2014-02-14,2014/2014,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71367,False,False
272,0,0,1996-03-01,False,Grande1,True,False,EXCLUSÃO 20/12/16,49006,2017-10-24,D,272,PRMED,"2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2016/2017,2017/2017,2017/2018",1999-11-01,False,2016-03-31,2015/2016,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71368,False,False
273,0,0,1996-03-01,False,PEQUENO,False,True,,23100,(null),D,273,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2024/2025,2025/2025",1999-11-01,False,2023-09-04,2023/2024,Ativo,False,True,2017-12-27,(null),False,False,0,50.0,9999-12-31,71369,False,False
274,0,0,1996-03-01,False,Médio,True,False,FALECIMENTO EM 26/08/2014,23013,2014-12-31,D,274,PRMED,"2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2014/2015,2014/2014,2015/2015,2015/2016",1999-11-01,False,2014-08-26,2014/2015,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71370,False,False
275,0,0,1996-03-01,False,Grande1,False,True,,23027,(null),D,275,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024/2025,2025/2025",1999-11-01,False,2023-10-06,2023/2024,Ativo,False,True,2016-01-15,(null),True,False,0,50.0,9999-12-31,71371,False,False
276,0,0,1996-03-01,False,Grande1,True,False,exclusao,23100,2022-10-03,D,276,PRMED,"2009/2010,2010/2010,2011/2012,2012/2013,2012/2012,2015/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,18/18,2018/2019,2019/2019,2019/2020,2018/2018,20/21,2020/2021,2020/2020,2021/2022,2021/2021,2022/2022",1999-11-01,False,2020-10-28,2020/2021,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71372,False,False
1530,0,0,1997-11-28,False,Pequeno,False,True,,9000,(null),D,1530,PRNAO,"2013/2014,2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2017/2018,2017/2017,2016/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2018-02-27,2018/2018,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71999,False,False
